"PROPOSAL_ID","THREADNAME_USERS","EXECUTION_NUMBER","ELAPSED_MS_PER_EXEC","LATENCY_MS_PER_EXEC","IDLETIME_MS_PER_EXEC"
49,Single_Click_Operation_Proposal_49 49-3,2,32,32,0
49,Single_Click_Operation_Proposal_49 49-3,3,30,30,0
50,Single_Click_Operation_Proposal_50 50-1,1,31,31,0
50,Single_Click_Operation_Proposal_50 50-1,2,30,30,0
50,Single_Click_Operation_Proposal_50 50-1,3,31,30,0
50,Single_Click_Operation_Proposal_50 50-2,1,31,31,0
50,Single_Click_Operation_Proposal_50 50-2,2,29,29,0
50,Single_Click_Operation_Proposal_50 50-2,3,30,30,0
50,Single_Click_Operation_Proposal_50 50-3,1,86,86,0
50,Single_Click_Operation_Proposal_50 50-3,2,35,34,0
50,Single_Click_Operation_Proposal_50 50-3,3,31,31,0
51,Single_Click_Operation_Proposal_51 51-1,1,30,30,0
51,Single_Click_Operation_Proposal_51 51-1,2,29,29,0
51,Single_Click_Operation_Proposal_51 51-1,3,29,29,0
51,Single_Click_Operation_Proposal_51 51-2,1,32,32,0
51,Single_Click_Operation_Proposal_51 51-2,2,35,35,0
51,Single_Click_Operation_Proposal_51 51-2,3,29,29,0
51,Single_Click_Operation_Proposal_51 51-3,1,29,29,0
51,Single_Click_Operation_Proposal_51 51-3,2,31,31,0
51,Single_Click_Operation_Proposal_51 51-3,3,30,30,0
52,Single_Click_Operation_Proposal_52 52-1,1,29,29,0
52,Single_Click_Operation_Proposal_52 52-1,2,30,30,0
52,Single_Click_Operation_Proposal_52 52-1,3,29,29,0
52,Single_Click_Operation_Proposal_52 52-2,1,30,30,0
52,Single_Click_Operation_Proposal_52 52-2,2,29,29,0
52,Single_Click_Operation_Proposal_52 52-2,3,29,29,0
52,Single_Click_Operation_Proposal_52 52-3,1,28,28,0
52,Single_Click_Operation_Proposal_52 52-3,2,30,30,0
52,Single_Click_Operation_Proposal_52 52-3,3,34,34,0
53,Single_Click_Operation_Proposal_53 53-1,1,29,29,0
53,Single_Click_Operation_Proposal_53 53-1,2,31,31,0
53,Single_Click_Operation_Proposal_53 53-1,3,29,29,0
53,Single_Click_Operation_Proposal_53 53-2,1,31,31,0
53,Single_Click_Operation_Proposal_53 53-2,2,29,29,0
53,Single_Click_Operation_Proposal_53 53-2,3,29,29,0
53,Single_Click_Operation_Proposal_53 53-3,1,28,28,0
53,Single_Click_Operation_Proposal_53 53-3,2,30,30,0
53,Single_Click_Operation_Proposal_53 53-3,3,28,28,0
54,Single_Click_Operation_Proposal_54 54-1,1,29,29,0
54,Single_Click_Operation_Proposal_54 54-1,2,30,30,0
54,Single_Click_Operation_Proposal_54 54-1,3,29,29,0
54,Single_Click_Operation_Proposal_54 54-2,1,29,29,0
54,Single_Click_Operation_Proposal_54 54-2,2,37,37,0
54,Single_Click_Operation_Proposal_54 54-2,3,33,33,0
54,Single_Click_Operation_Proposal_54 54-3,1,35,35,0
54,Single_Click_Operation_Proposal_54 54-3,2,28,28,0
54,Single_Click_Operation_Proposal_54 54-3,3,28,28,0
55,Single_Click_Operation_Proposal_55 55-1,1,28,28,0
55,Single_Click_Operation_Proposal_55 55-1,2,31,31,0
55,Single_Click_Operation_Proposal_55 55-1,3,29,29,0
55,Single_Click_Operation_Proposal_55 55-2,1,28,28,0
55,Single_Click_Operation_Proposal_55 55-2,2,30,30,0
55,Single_Click_Operation_Proposal_55 55-2,3,34,34,0
55,Single_Click_Operation_Proposal_55 55-3,1,30,29,0
55,Single_Click_Operation_Proposal_55 55-3,2,30,30,0
55,Single_Click_Operation_Proposal_55 55-3,3,30,30,0
56,Single_Click_Operation_Proposal_56 56-1,1,30,30,0
56,Single_Click_Operation_Proposal_56 56-1,2,30,30,0
56,Single_Click_Operation_Proposal_56 56-1,3,30,30,0
56,Single_Click_Operation_Proposal_56 56-2,1,31,31,0
56,Single_Click_Operation_Proposal_56 56-2,2,30,30,0
56,Single_Click_Operation_Proposal_56 56-2,3,29,29,0
56,Single_Click_Operation_Proposal_56 56-3,1,31,31,0
56,Single_Click_Operation_Proposal_56 56-3,2,30,30,0
56,Single_Click_Operation_Proposal_56 56-3,3,29,29,0
57,Single_Click_Operation_Proposal_57 57-1,1,30,30,0
57,Single_Click_Operation_Proposal_57 57-1,2,30,30,0
57,Single_Click_Operation_Proposal_57 57-1,3,30,30,0
57,Single_Click_Operation_Proposal_57 57-2,1,31,31,0
57,Single_Click_Operation_Proposal_57 57-2,2,27,27,0
57,Single_Click_Operation_Proposal_57 57-2,3,28,28,0
57,Single_Click_Operation_Proposal_57 57-3,1,31,31,0
57,Single_Click_Operation_Proposal_57 57-3,2,34,34,0
57,Single_Click_Operation_Proposal_57 57-3,3,32,32,0
58,Single_Click_Operation_Proposal_58 58-1,1,30,30,0
58,Single_Click_Operation_Proposal_58 58-1,2,28,28,0
58,Single_Click_Operation_Proposal_58 58-1,3,30,30,0
58,Single_Click_Operation_Proposal_58 58-2,1,30,30,0
58,Single_Click_Operation_Proposal_58 58-2,2,29,29,0
58,Single_Click_Operation_Proposal_58 58-2,3,30,30,0
58,Single_Click_Operation_Proposal_58 58-3,1,31,31,0
58,Single_Click_Operation_Proposal_58 58-3,2,30,30,0
58,Single_Click_Operation_Proposal_58 58-3,3,29,29,0
59,Single_Click_Operation_Proposal_59 59-1,1,28,28,0
59,Single_Click_Operation_Proposal_59 59-1,2,28,28,0
59,Single_Click_Operation_Proposal_59 59-1,3,29,29,0
59,Single_Click_Operation_Proposal_59 59-2,1,29,29,0
59,Single_Click_Operation_Proposal_59 59-2,2,28,28,0
59,Single_Click_Operation_Proposal_59 59-2,3,31,31,0
59,Single_Click_Operation_Proposal_59 59-3,1,27,27,0
59,Single_Click_Operation_Proposal_59 59-3,2,29,29,0
59,Single_Click_Operation_Proposal_59 59-3,3,30,30,0
60,Single_Click_Operation_Proposal_60 60-1,1,28,27,0
60,Single_Click_Operation_Proposal_60 60-1,2,28,28,0
60,Single_Click_Operation_Proposal_60 60-1,3,29,29,0
60,Single_Click_Operation_Proposal_60 60-2,1,29,29,0
60,Single_Click_Operation_Proposal_60 60-2,2,29,29,0
60,Single_Click_Operation_Proposal_60 60-2,3,34,34,0
60,Single_Click_Operation_Proposal_60 60-3,1,28,28,0
60,Single_Click_Operation_Proposal_60 60-3,2,29,29,0
60,Single_Click_Operation_Proposal_60 60-3,3,34,34,0
61,Single_Click_Operation_Proposal_61 61-1,1,30,30,0
61,Single_Click_Operation_Proposal_61 61-1,2,28,28,0
61,Single_Click_Operation_Proposal_61 61-1,3,28,28,0
61,Single_Click_Operation_Proposal_61 61-2,1,28,28,0
61,Single_Click_Operation_Proposal_61 61-2,2,29,29,0
61,Single_Click_Operation_Proposal_61 61-2,3,30,30,0
61,Single_Click_Operation_Proposal_61 61-3,1,29,29,0
61,Single_Click_Operation_Proposal_61 61-3,2,30,30,0
61,Single_Click_Operation_Proposal_61 61-3,3,30,30,0
62,Single_Click_Operation_Proposal_62 62-1,1,29,29,0
62,Single_Click_Operation_Proposal_62 62-1,2,30,30,0
62,Single_Click_Operation_Proposal_62 62-1,3,30,30,0
62,Single_Click_Operation_Proposal_62 62-2,1,34,34,0
62,Single_Click_Operation_Proposal_62 62-2,2,30,30,0
62,Single_Click_Operation_Proposal_62 62-2,3,29,29,0
62,Single_Click_Operation_Proposal_62 62-3,1,30,30,0
62,Single_Click_Operation_Proposal_62 62-3,2,29,29,0
62,Single_Click_Operation_Proposal_62 62-3,3,29,29,0
63,Single_Click_Operation_Proposal_63 63-1,1,29,29,0
63,Single_Click_Operation_Proposal_63 63-1,2,30,30,0
63,Single_Click_Operation_Proposal_63 63-1,3,30,30,0
63,Single_Click_Operation_Proposal_63 63-2,1,28,28,0
63,Single_Click_Operation_Proposal_63 63-2,2,29,29,0
63,Single_Click_Operation_Proposal_63 63-2,3,27,27,0
63,Single_Click_Operation_Proposal_63 63-3,1,30,30,0
63,Single_Click_Operation_Proposal_63 63-3,2,30,30,0
63,Single_Click_Operation_Proposal_63 63-3,3,29,29,0
64,Single_Click_Operation_Proposal_64 64-1,1,34,34,0
64,Single_Click_Operation_Proposal_64 64-1,2,33,33,0
64,Single_Click_Operation_Proposal_64 64-1,3,29,29,0
64,Single_Click_Operation_Proposal_64 64-2,1,30,30,0
64,Single_Click_Operation_Proposal_64 64-2,2,31,31,0
64,Single_Click_Operation_Proposal_64 64-2,3,29,28,0
64,Single_Click_Operation_Proposal_64 64-3,1,28,28,0
64,Single_Click_Operation_Proposal_64 64-3,2,30,30,0
64,Single_Click_Operation_Proposal_64 64-3,3,30,30,0
65,Single_Click_Operation_Proposal_65 65-1,1,29,29,0
65,Single_Click_Operation_Proposal_65 65-1,2,29,29,0
65,Single_Click_Operation_Proposal_65 65-1,3,27,27,0
65,Single_Click_Operation_Proposal_65 65-2,1,27,27,0
65,Single_Click_Operation_Proposal_65 65-2,2,29,29,0
65,Single_Click_Operation_Proposal_65 65-2,3,30,30,0
65,Single_Click_Operation_Proposal_65 65-3,1,28,28,0
65,Single_Click_Operation_Proposal_65 65-3,2,29,29,0
65,Single_Click_Operation_Proposal_65 65-3,3,29,29,0
66,Single_Click_Operation_Proposal_66 66-1,1,28,28,0
66,Single_Click_Operation_Proposal_66 66-1,2,28,28,0
66,Single_Click_Operation_Proposal_66 66-1,3,31,31,0
66,Single_Click_Operation_Proposal_66 66-2,1,28,28,0
66,Single_Click_Operation_Proposal_66 66-2,2,28,28,0
66,Single_Click_Operation_Proposal_66 66-2,3,29,29,0
66,Single_Click_Operation_Proposal_66 66-3,1,30,30,0
66,Single_Click_Operation_Proposal_66 66-3,2,29,29,0
66,Single_Click_Operation_Proposal_66 66-3,3,29,29,0
67,Single_Click_Operation_Proposal_67 67-1,1,28,28,0
67,Single_Click_Operation_Proposal_67 67-1,2,30,30,0
67,Single_Click_Operation_Proposal_67 67-1,3,34,34,0
67,Single_Click_Operation_Proposal_67 67-2,1,29,29,0
67,Single_Click_Operation_Proposal_67 67-2,2,28,28,0
67,Single_Click_Operation_Proposal_67 67-2,3,30,30,0
67,Single_Click_Operation_Proposal_67 67-3,1,30,30,0
67,Single_Click_Operation_Proposal_67 67-3,2,28,28,0
67,Single_Click_Operation_Proposal_67 67-3,3,29,29,0
68,Single_Click_Operation_Proposal_68 68-1,1,28,28,0
68,Single_Click_Operation_Proposal_68 68-1,2,37,37,0
68,Single_Click_Operation_Proposal_68 68-1,3,28,28,0
68,Single_Click_Operation_Proposal_68 68-2,1,30,30,0
68,Single_Click_Operation_Proposal_68 68-2,2,29,29,0
68,Single_Click_Operation_Proposal_68 68-2,3,29,28,0
68,Single_Click_Operation_Proposal_68 68-3,1,30,30,0
68,Single_Click_Operation_Proposal_68 68-3,2,31,31,0
68,Single_Click_Operation_Proposal_68 68-3,3,33,33,0
69,Single_Click_Operation_Proposal_69 69-1,1,31,31,0
69,Single_Click_Operation_Proposal_69 69-1,2,29,29,0
69,Single_Click_Operation_Proposal_69 69-1,3,29,29,0
69,Single_Click_Operation_Proposal_69 69-2,1,28,28,0
69,Single_Click_Operation_Proposal_69 69-2,2,28,28,0
69,Single_Click_Operation_Proposal_69 69-2,3,28,28,0
69,Single_Click_Operation_Proposal_69 69-3,1,29,29,0
69,Single_Click_Operation_Proposal_69 69-3,2,27,27,0
69,Single_Click_Operation_Proposal_69 69-3,3,29,29,0
70,Single_Click_Operation_Proposal_70 70-1,1,29,29,0
70,Single_Click_Operation_Proposal_70 70-1,2,29,29,0
70,Single_Click_Operation_Proposal_70 70-1,3,28,28,0
70,Single_Click_Operation_Proposal_70 70-2,1,31,31,0
70,Single_Click_Operation_Proposal_70 70-2,2,31,31,0
70,Single_Click_Operation_Proposal_70 70-2,3,28,28,0
70,Single_Click_Operation_Proposal_70 70-3,1,32,32,0
70,Single_Click_Operation_Proposal_70 70-3,2,28,28,0
70,Single_Click_Operation_Proposal_70 70-3,3,30,30,0
71,Single_Click_Operation_Proposal_71 71-1,1,29,29,0
71,Single_Click_Operation_Proposal_71 71-1,2,29,29,0
71,Single_Click_Operation_Proposal_71 71-1,3,29,29,0
71,Single_Click_Operation_Proposal_71 71-2,1,29,29,0
71,Single_Click_Operation_Proposal_71 71-2,2,28,28,0
71,Single_Click_Operation_Proposal_71 71-2,3,29,29,0
71,Single_Click_Operation_Proposal_71 71-3,1,29,29,0
71,Single_Click_Operation_Proposal_71 71-3,2,30,29,0
71,Single_Click_Operation_Proposal_71 71-3,3,30,30,0
72,Single_Click_Operation_Proposal_72 72-1,1,30,30,0
72,Single_Click_Operation_Proposal_72 72-1,2,31,31,0
72,Single_Click_Operation_Proposal_72 72-1,3,29,29,0
72,Single_Click_Operation_Proposal_72 72-2,1,28,28,0
72,Single_Click_Operation_Proposal_72 72-2,2,28,28,0
72,Single_Click_Operation_Proposal_72 72-2,3,29,29,0
72,Single_Click_Operation_Proposal_72 72-3,1,30,30,0
72,Single_Click_Operation_Proposal_72 72-3,2,28,28,0
72,Single_Click_Operation_Proposal_72 72-3,3,32,32,0
73,Single_Click_Operation_Proposal_73 73-1,1,30,30,0
73,Single_Click_Operation_Proposal_73 73-1,2,34,34,0
73,Single_Click_Operation_Proposal_73 73-1,3,31,31,0
73,Single_Click_Operation_Proposal_73 73-2,1,29,29,0
73,Single_Click_Operation_Proposal_73 73-2,2,34,34,0
73,Single_Click_Operation_Proposal_73 73-2,3,37,37,0
73,Single_Click_Operation_Proposal_73 73-3,1,36,36,0
73,Single_Click_Operation_Proposal_73 73-3,2,33,33,0
73,Single_Click_Operation_Proposal_73 73-3,3,30,30,0
74,Single_Click_Operation_Proposal_74 74-1,1,30,30,0
74,Single_Click_Operation_Proposal_74 74-1,2,31,31,0
74,Single_Click_Operation_Proposal_74 74-1,3,29,29,0
74,Single_Click_Operation_Proposal_74 74-2,1,30,30,0
74,Single_Click_Operation_Proposal_74 74-2,2,33,33,0
74,Single_Click_Operation_Proposal_74 74-2,3,49,49,0
74,Single_Click_Operation_Proposal_74 74-3,1,29,29,0
74,Single_Click_Operation_Proposal_74 74-3,2,29,29,0
74,Single_Click_Operation_Proposal_74 74-3,3,32,32,0
75,Single_Click_Operation_Proposal_75 75-1,1,30,30,0
75,Single_Click_Operation_Proposal_75 75-1,2,35,35,0
75,Single_Click_Operation_Proposal_75 75-1,3,29,29,0
75,Single_Click_Operation_Proposal_75 75-2,1,30,29,0
75,Single_Click_Operation_Proposal_75 75-2,2,34,34,0
75,Single_Click_Operation_Proposal_75 75-2,3,29,29,0
75,Single_Click_Operation_Proposal_75 75-3,1,29,29,0
75,Single_Click_Operation_Proposal_75 75-3,2,29,29,0
75,Single_Click_Operation_Proposal_75 75-3,3,28,28,0
76,Single_Click_Operation_Proposal_76 76-1,1,29,29,0
76,Single_Click_Operation_Proposal_76 76-1,2,28,28,0
76,Single_Click_Operation_Proposal_76 76-1,3,29,29,0
76,Single_Click_Operation_Proposal_76 76-2,1,29,29,0
76,Single_Click_Operation_Proposal_76 76-2,2,29,29,0
76,Single_Click_Operation_Proposal_76 76-2,3,28,28,0
76,Single_Click_Operation_Proposal_76 76-3,1,31,31,0
76,Single_Click_Operation_Proposal_76 76-3,2,30,29,0
76,Single_Click_Operation_Proposal_76 76-3,3,29,29,0
77,Single_Click_Operation_Proposal_77 77-1,1,29,29,0
77,Single_Click_Operation_Proposal_77 77-1,2,30,30,0
77,Single_Click_Operation_Proposal_77 77-1,3,28,28,0
77,Single_Click_Operation_Proposal_77 77-2,1,31,31,0
77,Single_Click_Operation_Proposal_77 77-2,2,29,29,0
77,Single_Click_Operation_Proposal_77 77-2,3,30,30,0
77,Single_Click_Operation_Proposal_77 77-3,1,30,30,0
77,Single_Click_Operation_Proposal_77 77-3,2,29,29,0
77,Single_Click_Operation_Proposal_77 77-3,3,29,29,0
78,Single_Click_Operation_Proposal_78 78-1,1,30,30,0
78,Single_Click_Operation_Proposal_78 78-1,2,29,29,0
78,Single_Click_Operation_Proposal_78 78-1,3,31,31,0
78,Single_Click_Operation_Proposal_78 78-2,1,31,31,0
78,Single_Click_Operation_Proposal_78 78-2,2,31,31,0
78,Single_Click_Operation_Proposal_78 78-2,3,28,28,0
78,Single_Click_Operation_Proposal_78 78-3,1,28,28,0
78,Single_Click_Operation_Proposal_78 78-3,2,29,29,0
78,Single_Click_Operation_Proposal_78 78-3,3,29,29,0
79,Single_Click_Operation_Proposal_79 79-1,1,28,28,0
79,Single_Click_Operation_Proposal_79 79-1,2,29,29,0
79,Single_Click_Operation_Proposal_79 79-1,3,29,29,0
79,Single_Click_Operation_Proposal_79 79-2,1,30,30,0
79,Single_Click_Operation_Proposal_79 79-2,2,30,30,0
79,Single_Click_Operation_Proposal_79 79-2,3,31,31,0
79,Single_Click_Operation_Proposal_79 79-3,1,29,29,0
79,Single_Click_Operation_Proposal_79 79-3,2,30,30,0
79,Single_Click_Operation_Proposal_79 79-3,3,34,34,0
80,Single_Click_Operation_Proposal_80 80-1,1,27,27,0
80,Single_Click_Operation_Proposal_80 80-1,2,29,29,0
80,Single_Click_Operation_Proposal_80 80-1,3,28,28,0
80,Single_Click_Operation_Proposal_80 80-2,1,29,29,0
80,Single_Click_Operation_Proposal_80 80-2,2,32,32,0
80,Single_Click_Operation_Proposal_80 80-2,3,29,29,0
80,Single_Click_Operation_Proposal_80 80-3,1,29,29,0
80,Single_Click_Operation_Proposal_80 80-3,2,27,27,0
80,Single_Click_Operation_Proposal_80 80-3,3,29,29,0
81,Single_Click_Operation_Proposal_81 81-1,1,29,29,0
81,Single_Click_Operation_Proposal_81 81-1,2,26,26,0
81,Single_Click_Operation_Proposal_81 81-1,3,28,28,0
81,Single_Click_Operation_Proposal_81 81-2,1,28,28,0
81,Single_Click_Operation_Proposal_81 81-2,2,28,28,0
81,Single_Click_Operation_Proposal_81 81-2,3,29,29,0
81,Single_Click_Operation_Proposal_81 81-3,1,30,30,0
81,Single_Click_Operation_Proposal_81 81-3,2,30,30,0
81,Single_Click_Operation_Proposal_81 81-3,3,27,27,0
82,Single_Click_Operation_Proposal_82 82-1,1,27,27,0
82,Single_Click_Operation_Proposal_82 82-1,2,29,29,0
82,Single_Click_Operation_Proposal_82 82-1,3,27,27,0
82,Single_Click_Operation_Proposal_82 82-2,1,27,27,0
82,Single_Click_Operation_Proposal_82 82-2,2,28,28,0
82,Single_Click_Operation_Proposal_82 82-2,3,29,29,0
82,Single_Click_Operation_Proposal_82 82-3,1,32,32,0
82,Single_Click_Operation_Proposal_82 82-3,2,28,28,0
82,Single_Click_Operation_Proposal_82 82-3,3,29,29,0
83,Single_Click_Operation_Proposal_83 83-1,1,33,33,0
83,Single_Click_Operation_Proposal_83 83-1,2,33,33,0
83,Single_Click_Operation_Proposal_83 83-1,3,30,30,0
83,Single_Click_Operation_Proposal_83 83-2,1,30,30,0
83,Single_Click_Operation_Proposal_83 83-2,2,29,28,0
83,Single_Click_Operation_Proposal_83 83-2,3,28,28,0
83,Single_Click_Operation_Proposal_83 83-3,1,31,31,0
83,Single_Click_Operation_Proposal_83 83-3,2,31,31,0
83,Single_Click_Operation_Proposal_83 83-3,3,27,27,0
84,Single_Click_Operation_Proposal_84 84-1,1,32,32,0
84,Single_Click_Operation_Proposal_84 84-1,2,30,30,0
84,Single_Click_Operation_Proposal_84 84-1,3,29,29,0
84,Single_Click_Operation_Proposal_84 84-2,1,29,29,0
84,Single_Click_Operation_Proposal_84 84-2,2,30,30,0
84,Single_Click_Operation_Proposal_84 84-2,3,31,31,0
84,Single_Click_Operation_Proposal_84 84-3,1,28,28,0
84,Single_Click_Operation_Proposal_84 84-3,2,29,29,0
84,Single_Click_Operation_Proposal_84 84-3,3,30,30,0
85,Single_Click_Operation_Proposal_85 85-1,1,30,30,0
85,Single_Click_Operation_Proposal_85 85-1,2,28,28,0
85,Single_Click_Operation_Proposal_85 85-1,3,29,29,0
85,Single_Click_Operation_Proposal_85 85-2,1,29,29,0
85,Single_Click_Operation_Proposal_85 85-2,2,31,31,0
85,Single_Click_Operation_Proposal_85 85-2,3,30,30,0
85,Single_Click_Operation_Proposal_85 85-3,1,30,29,0
85,Single_Click_Operation_Proposal_85 85-3,2,29,29,0
85,Single_Click_Operation_Proposal_85 85-3,3,29,29,0
86,Single_Click_Operation_Proposal_86 86-1,1,29,28,0
86,Single_Click_Operation_Proposal_86 86-1,2,28,28,0
86,Single_Click_Operation_Proposal_86 86-1,3,37,37,0
86,Single_Click_Operation_Proposal_86 86-2,1,31,31,0
86,Single_Click_Operation_Proposal_86 86-2,2,29,29,0
86,Single_Click_Operation_Proposal_86 86-2,3,30,30,0
86,Single_Click_Operation_Proposal_86 86-3,1,30,30,0
86,Single_Click_Operation_Proposal_86 86-3,2,28,28,0
86,Single_Click_Operation_Proposal_86 86-3,3,29,29,0
87,Single_Click_Operation_Proposal_87 87-1,1,28,28,0
87,Single_Click_Operation_Proposal_87 87-1,2,29,29,0
87,Single_Click_Operation_Proposal_87 87-1,3,32,32,0
87,Single_Click_Operation_Proposal_87 87-2,1,29,29,0
87,Single_Click_Operation_Proposal_87 87-2,2,28,28,0
87,Single_Click_Operation_Proposal_87 87-2,3,28,28,0
87,Single_Click_Operation_Proposal_87 87-3,1,28,28,0
87,Single_Click_Operation_Proposal_87 87-3,2,30,30,0
87,Single_Click_Operation_Proposal_87 87-3,3,27,27,0
88,Single_Click_Operation_Proposal_88 88-1,1,29,29,0
88,Single_Click_Operation_Proposal_88 88-1,2,28,28,0
88,Single_Click_Operation_Proposal_88 88-1,3,29,29,0
88,Single_Click_Operation_Proposal_88 88-2,1,29,29,0
88,Single_Click_Operation_Proposal_88 88-2,2,30,30,0
88,Single_Click_Operation_Proposal_88 88-2,3,30,30,0
88,Single_Click_Operation_Proposal_88 88-3,1,28,28,0
88,Single_Click_Operation_Proposal_88 88-3,2,29,29,0
88,Single_Click_Operation_Proposal_88 88-3,3,29,29,0
89,Single_Click_Operation_Proposal_89 89-1,1,27,27,0
89,Single_Click_Operation_Proposal_89 89-1,2,29,29,0
89,Single_Click_Operation_Proposal_89 89-1,3,30,30,0
89,Single_Click_Operation_Proposal_89 89-2,1,31,31,0
89,Single_Click_Operation_Proposal_89 89-2,2,35,35,0
89,Single_Click_Operation_Proposal_89 89-2,3,30,30,0
89,Single_Click_Operation_Proposal_89 89-3,1,28,28,0
89,Single_Click_Operation_Proposal_89 89-3,2,30,30,0
89,Single_Click_Operation_Proposal_89 89-3,3,29,29,0
90,Single_Click_Operation_Proposal_90 90-1,1,28,28,0
90,Single_Click_Operation_Proposal_90 90-1,2,26,26,0
90,Single_Click_Operation_Proposal_90 90-1,3,29,29,0
90,Single_Click_Operation_Proposal_90 90-2,1,28,28,0
90,Single_Click_Operation_Proposal_90 90-2,2,29,29,0
90,Single_Click_Operation_Proposal_90 90-2,3,32,32,0
90,Single_Click_Operation_Proposal_90 90-3,1,30,30,0
90,Single_Click_Operation_Proposal_90 90-3,2,29,29,0
90,Single_Click_Operation_Proposal_90 90-3,3,28,27,0
91,Single_Click_Operation_Proposal_91 91-1,1,38,38,0
91,Single_Click_Operation_Proposal_91 91-1,2,30,30,0
91,Single_Click_Operation_Proposal_91 91-1,3,28,28,0
91,Single_Click_Operation_Proposal_91 91-2,1,29,29,0
91,Single_Click_Operation_Proposal_91 91-2,2,29,29,0
91,Single_Click_Operation_Proposal_91 91-2,3,29,29,0
91,Single_Click_Operation_Proposal_91 91-3,1,29,29,0
91,Single_Click_Operation_Proposal_91 91-3,2,26,26,0
91,Single_Click_Operation_Proposal_91 91-3,3,29,29,0
92,Single_Click_Operation_Proposal_92 92-1,1,27,27,0
92,Single_Click_Operation_Proposal_92 92-1,2,27,27,0
92,Single_Click_Operation_Proposal_92 92-1,3,29,29,0
92,Single_Click_Operation_Proposal_92 92-2,1,32,32,0
92,Single_Click_Operation_Proposal_92 92-2,2,50,50,0
92,Single_Click_Operation_Proposal_92 92-2,3,32,32,0
92,Single_Click_Operation_Proposal_92 92-3,1,32,32,0
92,Single_Click_Operation_Proposal_92 92-3,2,32,32,0
92,Single_Click_Operation_Proposal_92 92-3,3,31,31,0
93,Single_Click_Operation_Proposal_93 93-1,1,29,29,0
93,Single_Click_Operation_Proposal_93 93-1,2,29,29,0
93,Single_Click_Operation_Proposal_93 93-1,3,28,28,0
93,Single_Click_Operation_Proposal_93 93-2,1,28,28,0
93,Single_Click_Operation_Proposal_93 93-2,2,29,29,0
93,Single_Click_Operation_Proposal_93 93-2,3,29,29,0
93,Single_Click_Operation_Proposal_93 93-3,1,29,29,0
93,Single_Click_Operation_Proposal_93 93-3,2,28,28,0
93,Single_Click_Operation_Proposal_93 93-3,3,27,27,0
94,Single_Click_Operation_Proposal_94 94-1,1,28,28,0
94,Single_Click_Operation_Proposal_94 94-1,2,31,31,0
94,Single_Click_Operation_Proposal_94 94-1,3,28,28,0
94,Single_Click_Operation_Proposal_94 94-2,1,29,29,0
94,Single_Click_Operation_Proposal_94 94-2,2,29,29,0
94,Single_Click_Operation_Proposal_94 94-2,3,30,30,0
94,Single_Click_Operation_Proposal_94 94-3,1,31,31,0
94,Single_Click_Operation_Proposal_94 94-3,2,30,30,0
94,Single_Click_Operation_Proposal_94 94-3,3,29,29,0
95,Single_Click_Operation_Proposal_95 95-1,1,29,29,0
95,Single_Click_Operation_Proposal_95 95-1,2,29,29,0
95,Single_Click_Operation_Proposal_95 95-1,3,33,33,0
95,Single_Click_Operation_Proposal_95 95-2,1,28,28,0
95,Single_Click_Operation_Proposal_95 95-2,2,29,29,0
95,Single_Click_Operation_Proposal_95 95-2,3,29,29,0
95,Single_Click_Operation_Proposal_95 95-3,1,29,28,0
95,Single_Click_Operation_Proposal_95 95-3,2,30,30,0
95,Single_Click_Operation_Proposal_95 95-3,3,33,33,0
96,Single_Click_Operation_Proposal_96 96-1,1,29,29,0
96,Single_Click_Operation_Proposal_96 96-1,2,28,28,0
96,Single_Click_Operation_Proposal_96 96-1,3,26,26,0
96,Single_Click_Operation_Proposal_96 96-2,1,28,28,0
96,Single_Click_Operation_Proposal_96 96-2,2,28,28,0
96,Single_Click_Operation_Proposal_96 96-2,3,28,28,0
96,Single_Click_Operation_Proposal_96 96-3,1,28,28,0
96,Single_Click_Operation_Proposal_96 96-3,2,28,28,0
96,Single_Click_Operation_Proposal_96 96-3,3,28,28,0
97,Single_Click_Operation_Proposal_97 97-1,1,31,31,0
97,Single_Click_Operation_Proposal_97 97-1,2,28,28,0
97,Single_Click_Operation_Proposal_97 97-1,3,28,28,0
97,Single_Click_Operation_Proposal_97 97-2,1,29,29,0
97,Single_Click_Operation_Proposal_97 97-2,2,29,29,0
97,Single_Click_Operation_Proposal_97 97-2,3,29,29,0
97,Single_Click_Operation_Proposal_97 97-3,1,29,29,0
97,Single_Click_Operation_Proposal_97 97-3,2,28,28,0
97,Single_Click_Operation_Proposal_97 97-3,3,28,28,0
98,Single_Click_Operation_Proposal_98 98-1,1,28,28,0
98,Single_Click_Operation_Proposal_98 98-1,2,29,29,0
98,Single_Click_Operation_Proposal_98 98-1,3,28,28,0
98,Single_Click_Operation_Proposal_98 98-2,1,30,30,0
98,Single_Click_Operation_Proposal_98 98-2,2,29,29,0
98,Single_Click_Operation_Proposal_98 98-2,3,29,29,0
98,Single_Click_Operation_Proposal_98 98-3,1,28,28,0
98,Single_Click_Operation_Proposal_98 98-3,2,34,34,0
98,Single_Click_Operation_Proposal_98 98-3,3,30,30,0
99,Single_Click_Operation_Proposal_99 99-1,1,34,34,0
99,Single_Click_Operation_Proposal_99 99-1,2,28,28,0
99,Single_Click_Operation_Proposal_99 99-1,3,28,28,0
99,Single_Click_Operation_Proposal_99 99-2,1,27,27,0
99,Single_Click_Operation_Proposal_99 99-2,2,27,27,0
