"PROPOSAL_ID","THREADNAME_USERS","EXECUTION_NUMBER","ELAPSED_MS_PER_EXEC","LATENCY_MS_PER_EXEC","IDLETIME_MS_PER_EXEC"
99,Single_Click_Operation_Proposal_99 99-2,3,30,30,0
99,Single_Click_Operation_Proposal_99 99-3,1,28,28,0
99,Single_Click_Operation_Proposal_99 99-3,2,29,29,0
99,Single_Click_Operation_Proposal_99 99-3,3,27,27,0
100,Single_Click_Operation_Proposal_100 100-1,1,30,30,0
100,Single_Click_Operation_Proposal_100 100-1,2,28,28,0
100,Single_Click_Operation_Proposal_100 100-1,3,28,28,0
100,Single_Click_Operation_Proposal_100 100-2,1,28,28,0
100,Single_Click_Operation_Proposal_100 100-2,2,27,27,0
100,Single_Click_Operation_Proposal_100 100-2,3,26,26,0
100,Single_Click_Operation_Proposal_100 100-3,1,27,27,0
100,Single_Click_Operation_Proposal_100 100-3,2,30,30,0
100,Single_Click_Operation_Proposal_100 100-3,3,29,29,0
101,Single_Click_Operation_Proposal_101 101-1,1,28,28,0
101,Single_Click_Operation_Proposal_101 101-1,2,28,28,0
101,Single_Click_Operation_Proposal_101 101-1,3,29,29,0
101,Single_Click_Operation_Proposal_101 101-2,1,30,30,0
101,Single_Click_Operation_Proposal_101 101-2,2,28,28,0
101,Single_Click_Operation_Proposal_101 101-2,3,29,29,0
101,Single_Click_Operation_Proposal_101 101-3,1,28,28,0
101,Single_Click_Operation_Proposal_101 101-3,2,31,31,0
101,Single_Click_Operation_Proposal_101 101-3,3,28,28,0
102,Single_Click_Operation_Proposal_102 102-1,1,27,27,0
102,Single_Click_Operation_Proposal_102 102-1,2,30,30,0
102,Single_Click_Operation_Proposal_102 102-1,3,31,31,0
102,Single_Click_Operation_Proposal_102 102-2,1,29,29,0
102,Single_Click_Operation_Proposal_102 102-2,2,29,29,0
102,Single_Click_Operation_Proposal_102 102-2,3,28,28,0
102,Single_Click_Operation_Proposal_102 102-3,1,29,29,0
102,Single_Click_Operation_Proposal_102 102-3,2,28,28,0
102,Single_Click_Operation_Proposal_102 102-3,3,29,29,0
103,Single_Click_Operation_Proposal_103 103-1,1,30,30,0
103,Single_Click_Operation_Proposal_103 103-1,2,29,29,0
103,Single_Click_Operation_Proposal_103 103-1,3,31,31,0
103,Single_Click_Operation_Proposal_103 103-2,1,27,27,0
103,Single_Click_Operation_Proposal_103 103-2,2,30,30,0
103,Single_Click_Operation_Proposal_103 103-2,3,31,31,0
103,Single_Click_Operation_Proposal_103 103-3,1,31,30,0
103,Single_Click_Operation_Proposal_103 103-3,2,30,30,0
103,Single_Click_Operation_Proposal_103 103-3,3,28,28,0
104,Single_Click_Operation_Proposal_104 104-1,1,30,29,0
104,Single_Click_Operation_Proposal_104 104-1,2,27,27,0
104,Single_Click_Operation_Proposal_104 104-1,3,30,30,0
104,Single_Click_Operation_Proposal_104 104-2,1,28,28,0
104,Single_Click_Operation_Proposal_104 104-2,2,27,27,0
104,Single_Click_Operation_Proposal_104 104-2,3,27,27,0
104,Single_Click_Operation_Proposal_104 104-3,1,28,28,0
104,Single_Click_Operation_Proposal_104 104-3,2,28,28,0
104,Single_Click_Operation_Proposal_104 104-3,3,29,29,0
105,Single_Click_Operation_Proposal_105 105-1,1,28,28,0
105,Single_Click_Operation_Proposal_105 105-1,2,30,30,0
105,Single_Click_Operation_Proposal_105 105-1,3,29,29,0
105,Single_Click_Operation_Proposal_105 105-2,1,37,37,0
105,Single_Click_Operation_Proposal_105 105-2,2,36,36,0
105,Single_Click_Operation_Proposal_105 105-2,3,30,30,0
105,Single_Click_Operation_Proposal_105 105-3,1,28,28,0
105,Single_Click_Operation_Proposal_105 105-3,2,28,28,0
105,Single_Click_Operation_Proposal_105 105-3,3,38,38,0
106,Single_Click_Operation_Proposal_106 106-1,1,29,29,0
106,Single_Click_Operation_Proposal_106 106-1,2,30,30,0
106,Single_Click_Operation_Proposal_106 106-1,3,31,31,0
106,Single_Click_Operation_Proposal_106 106-2,1,28,28,0
106,Single_Click_Operation_Proposal_106 106-2,2,30,30,0
106,Single_Click_Operation_Proposal_106 106-2,3,29,29,0
106,Single_Click_Operation_Proposal_106 106-3,1,29,29,0
106,Single_Click_Operation_Proposal_106 106-3,2,28,28,0
106,Single_Click_Operation_Proposal_106 106-3,3,30,30,0
107,Single_Click_Operation_Proposal_107 107-1,1,29,29,0
107,Single_Click_Operation_Proposal_107 107-1,2,29,29,0
107,Single_Click_Operation_Proposal_107 107-1,3,32,32,0
107,Single_Click_Operation_Proposal_107 107-2,1,49,49,0
107,Single_Click_Operation_Proposal_107 107-2,2,27,27,0
107,Single_Click_Operation_Proposal_107 107-2,3,27,27,0
107,Single_Click_Operation_Proposal_107 107-3,1,29,29,0
107,Single_Click_Operation_Proposal_107 107-3,2,28,28,0
107,Single_Click_Operation_Proposal_107 107-3,3,28,28,0
108,Single_Click_Operation_Proposal_108 108-1,1,29,29,0
108,Single_Click_Operation_Proposal_108 108-1,2,28,28,0
108,Single_Click_Operation_Proposal_108 108-1,3,28,28,0
108,Single_Click_Operation_Proposal_108 108-2,1,27,27,0
108,Single_Click_Operation_Proposal_108 108-2,2,32,32,0
108,Single_Click_Operation_Proposal_108 108-2,3,30,30,0
108,Single_Click_Operation_Proposal_108 108-3,1,32,32,0
108,Single_Click_Operation_Proposal_108 108-3,2,27,27,0
108,Single_Click_Operation_Proposal_108 108-3,3,29,29,0
109,Single_Click_Operation_Proposal_109 109-1,1,28,28,0
109,Single_Click_Operation_Proposal_109 109-1,2,35,35,0
109,Single_Click_Operation_Proposal_109 109-1,3,28,28,0
109,Single_Click_Operation_Proposal_109 109-2,1,28,28,0
109,Single_Click_Operation_Proposal_109 109-2,2,28,28,0
109,Single_Click_Operation_Proposal_109 109-2,3,29,29,0
109,Single_Click_Operation_Proposal_109 109-3,1,28,28,0
109,Single_Click_Operation_Proposal_109 109-3,2,29,29,0
109,Single_Click_Operation_Proposal_109 109-3,3,30,30,0
110,Single_Click_Operation_Proposal_110 110-1,1,31,31,0
110,Single_Click_Operation_Proposal_110 110-1,2,33,33,0
110,Single_Click_Operation_Proposal_110 110-1,3,28,28,0
110,Single_Click_Operation_Proposal_110 110-2,1,28,28,0
110,Single_Click_Operation_Proposal_110 110-2,2,29,29,0
110,Single_Click_Operation_Proposal_110 110-2,3,29,29,0
110,Single_Click_Operation_Proposal_110 110-3,1,32,32,0
110,Single_Click_Operation_Proposal_110 110-3,2,29,29,0
110,Single_Click_Operation_Proposal_110 110-3,3,28,28,0
111,Single_Click_Operation_Proposal_111 111-1,1,29,29,0
111,Single_Click_Operation_Proposal_111 111-1,2,29,29,0
111,Single_Click_Operation_Proposal_111 111-1,3,29,29,0
111,Single_Click_Operation_Proposal_111 111-2,1,30,30,0
111,Single_Click_Operation_Proposal_111 111-2,2,29,29,0
111,Single_Click_Operation_Proposal_111 111-2,3,29,29,0
111,Single_Click_Operation_Proposal_111 111-3,1,29,29,0
111,Single_Click_Operation_Proposal_111 111-3,2,31,31,0
111,Single_Click_Operation_Proposal_111 111-3,3,28,28,0
112,Single_Click_Operation_Proposal_112 112-1,1,27,27,0
112,Single_Click_Operation_Proposal_112 112-1,2,27,27,0
112,Single_Click_Operation_Proposal_112 112-1,3,28,28,0
112,Single_Click_Operation_Proposal_112 112-2,1,29,29,0
112,Single_Click_Operation_Proposal_112 112-2,2,28,28,0
112,Single_Click_Operation_Proposal_112 112-2,3,26,26,0
112,Single_Click_Operation_Proposal_112 112-3,1,29,29,0
112,Single_Click_Operation_Proposal_112 112-3,2,29,29,0
112,Single_Click_Operation_Proposal_112 112-3,3,35,35,0
113,Single_Click_Operation_Proposal_113 113-1,1,29,29,0
113,Single_Click_Operation_Proposal_113 113-1,2,29,29,0
113,Single_Click_Operation_Proposal_113 113-1,3,29,29,0
113,Single_Click_Operation_Proposal_113 113-2,1,28,28,0
113,Single_Click_Operation_Proposal_113 113-2,2,28,28,0
113,Single_Click_Operation_Proposal_113 113-2,3,30,30,0
113,Single_Click_Operation_Proposal_113 113-3,1,29,29,0
113,Single_Click_Operation_Proposal_113 113-3,2,29,29,0
113,Single_Click_Operation_Proposal_113 113-3,3,28,28,0
114,Single_Click_Operation_Proposal_114 114-1,1,27,27,0
114,Single_Click_Operation_Proposal_114 114-1,2,30,30,0
114,Single_Click_Operation_Proposal_114 114-1,3,28,28,0
114,Single_Click_Operation_Proposal_114 114-2,1,29,29,0
114,Single_Click_Operation_Proposal_114 114-2,2,29,29,0
114,Single_Click_Operation_Proposal_114 114-2,3,28,28,0
114,Single_Click_Operation_Proposal_114 114-3,1,29,29,0
114,Single_Click_Operation_Proposal_114 114-3,2,28,28,0
114,Single_Click_Operation_Proposal_114 114-3,3,30,30,0
115,Single_Click_Operation_Proposal_115 115-1,1,30,30,0
115,Single_Click_Operation_Proposal_115 115-1,2,30,30,0
115,Single_Click_Operation_Proposal_115 115-1,3,28,28,0
115,Single_Click_Operation_Proposal_115 115-2,1,26,26,0
115,Single_Click_Operation_Proposal_115 115-2,2,28,28,0
115,Single_Click_Operation_Proposal_115 115-2,3,29,29,0
115,Single_Click_Operation_Proposal_115 115-3,1,29,29,0
115,Single_Click_Operation_Proposal_115 115-3,2,31,31,0
115,Single_Click_Operation_Proposal_115 115-3,3,26,26,0
116,Single_Click_Operation_Proposal_116 116-1,1,29,29,0
116,Single_Click_Operation_Proposal_116 116-1,2,30,30,0
116,Single_Click_Operation_Proposal_116 116-1,3,28,28,0
116,Single_Click_Operation_Proposal_116 116-2,1,29,29,0
116,Single_Click_Operation_Proposal_116 116-2,2,30,30,0
116,Single_Click_Operation_Proposal_116 116-2,3,27,27,0
116,Single_Click_Operation_Proposal_116 116-3,1,28,28,0
116,Single_Click_Operation_Proposal_116 116-3,2,27,27,0
116,Single_Click_Operation_Proposal_116 116-3,3,28,28,0
117,Single_Click_Operation_Proposal_117 117-1,1,27,27,0
117,Single_Click_Operation_Proposal_117 117-1,2,29,29,0
117,Single_Click_Operation_Proposal_117 117-1,3,26,26,0
117,Single_Click_Operation_Proposal_117 117-2,1,31,31,0
117,Single_Click_Operation_Proposal_117 117-2,2,36,36,0
117,Single_Click_Operation_Proposal_117 117-2,3,28,28,0
117,Single_Click_Operation_Proposal_117 117-3,1,29,28,0
117,Single_Click_Operation_Proposal_117 117-3,2,27,27,0
117,Single_Click_Operation_Proposal_117 117-3,3,28,28,0
118,Single_Click_Operation_Proposal_118 118-1,1,30,30,0
118,Single_Click_Operation_Proposal_118 118-1,2,33,33,0
118,Single_Click_Operation_Proposal_118 118-1,3,28,28,0
118,Single_Click_Operation_Proposal_118 118-2,1,28,28,0
118,Single_Click_Operation_Proposal_118 118-2,2,27,27,0
118,Single_Click_Operation_Proposal_118 118-2,3,28,28,0
118,Single_Click_Operation_Proposal_118 118-3,1,26,26,0
118,Single_Click_Operation_Proposal_118 118-3,2,29,29,0
118,Single_Click_Operation_Proposal_118 118-3,3,26,26,0
119,Single_Click_Operation_Proposal_119 119-1,1,27,27,0
119,Single_Click_Operation_Proposal_119 119-1,2,29,29,0
119,Single_Click_Operation_Proposal_119 119-1,3,40,40,0
119,Single_Click_Operation_Proposal_119 119-2,1,29,29,0
119,Single_Click_Operation_Proposal_119 119-2,2,29,29,0
119,Single_Click_Operation_Proposal_119 119-2,3,31,31,0
119,Single_Click_Operation_Proposal_119 119-3,1,32,32,0
119,Single_Click_Operation_Proposal_119 119-3,2,29,29,0
119,Single_Click_Operation_Proposal_119 119-3,3,29,29,0
120,Single_Click_Operation_Proposal_120 120-1,1,28,28,0
120,Single_Click_Operation_Proposal_120 120-1,2,30,30,0
120,Single_Click_Operation_Proposal_120 120-1,3,29,29,0
120,Single_Click_Operation_Proposal_120 120-2,1,29,29,0
120,Single_Click_Operation_Proposal_120 120-2,2,29,29,0
120,Single_Click_Operation_Proposal_120 120-2,3,31,31,0
120,Single_Click_Operation_Proposal_120 120-3,1,57,57,0
120,Single_Click_Operation_Proposal_120 120-3,2,34,34,0
120,Single_Click_Operation_Proposal_120 120-3,3,29,29,0
121,Single_Click_Operation_Proposal_121 121-1,1,27,27,0
121,Single_Click_Operation_Proposal_121 121-1,2,30,30,0
121,Single_Click_Operation_Proposal_121 121-1,3,31,31,0
121,Single_Click_Operation_Proposal_121 121-2,1,32,32,0
121,Single_Click_Operation_Proposal_121 121-2,2,29,29,0
121,Single_Click_Operation_Proposal_121 121-2,3,29,29,0
121,Single_Click_Operation_Proposal_121 121-3,1,29,29,0
121,Single_Click_Operation_Proposal_121 121-3,2,30,30,0
121,Single_Click_Operation_Proposal_121 121-3,3,29,29,0
122,Single_Click_Operation_Proposal_122 122-1,1,29,29,0
122,Single_Click_Operation_Proposal_122 122-1,2,30,30,0
122,Single_Click_Operation_Proposal_122 122-1,3,29,29,0
122,Single_Click_Operation_Proposal_122 122-2,1,29,29,0
122,Single_Click_Operation_Proposal_122 122-2,2,28,28,0
122,Single_Click_Operation_Proposal_122 122-2,3,26,26,0
122,Single_Click_Operation_Proposal_122 122-3,1,29,29,0
122,Single_Click_Operation_Proposal_122 122-3,2,32,32,0
122,Single_Click_Operation_Proposal_122 122-3,3,33,33,0
123,Single_Click_Operation_Proposal_123 123-1,1,29,29,0
123,Single_Click_Operation_Proposal_123 123-1,2,28,28,0
123,Single_Click_Operation_Proposal_123 123-1,3,31,31,0
123,Single_Click_Operation_Proposal_123 123-2,1,30,30,0
123,Single_Click_Operation_Proposal_123 123-2,2,31,30,0
123,Single_Click_Operation_Proposal_123 123-2,3,32,32,0
123,Single_Click_Operation_Proposal_123 123-3,1,32,32,0
123,Single_Click_Operation_Proposal_123 123-3,2,32,32,0
123,Single_Click_Operation_Proposal_123 123-3,3,30,30,0
124,Single_Click_Operation_Proposal_124 124-1,1,37,37,0
124,Single_Click_Operation_Proposal_124 124-1,2,29,29,0
124,Single_Click_Operation_Proposal_124 124-1,3,36,36,0
124,Single_Click_Operation_Proposal_124 124-2,1,46,46,0
124,Single_Click_Operation_Proposal_124 124-2,2,41,41,0
124,Single_Click_Operation_Proposal_124 124-2,3,31,31,0
124,Single_Click_Operation_Proposal_124 124-3,1,28,28,0
124,Single_Click_Operation_Proposal_124 124-3,2,27,27,0
124,Single_Click_Operation_Proposal_124 124-3,3,28,28,0
125,Single_Click_Operation_Proposal_125 125-1,1,31,31,0
125,Single_Click_Operation_Proposal_125 125-1,2,30,30,0
125,Single_Click_Operation_Proposal_125 125-1,3,29,29,0
125,Single_Click_Operation_Proposal_125 125-2,1,33,33,0
125,Single_Click_Operation_Proposal_125 125-2,2,31,31,0
125,Single_Click_Operation_Proposal_125 125-2,3,30,30,0
125,Single_Click_Operation_Proposal_125 125-3,1,30,30,0
125,Single_Click_Operation_Proposal_125 125-3,2,29,29,0
125,Single_Click_Operation_Proposal_125 125-3,3,31,30,0
126,Single_Click_Operation_Proposal_126 126-1,1,32,32,0
126,Single_Click_Operation_Proposal_126 126-1,2,32,32,0
126,Single_Click_Operation_Proposal_126 126-1,3,41,41,0
126,Single_Click_Operation_Proposal_126 126-2,1,39,39,0
126,Single_Click_Operation_Proposal_126 126-2,2,30,30,0
126,Single_Click_Operation_Proposal_126 126-2,3,29,29,0
126,Single_Click_Operation_Proposal_126 126-3,1,30,30,0
126,Single_Click_Operation_Proposal_126 126-3,2,29,29,0
126,Single_Click_Operation_Proposal_126 126-3,3,29,29,0
127,Single_Click_Operation_Proposal_127 127-1,1,29,29,0
127,Single_Click_Operation_Proposal_127 127-1,2,30,30,0
127,Single_Click_Operation_Proposal_127 127-1,3,30,30,0
127,Single_Click_Operation_Proposal_127 127-2,1,28,28,0
127,Single_Click_Operation_Proposal_127 127-2,2,28,28,0
127,Single_Click_Operation_Proposal_127 127-2,3,31,31,0
127,Single_Click_Operation_Proposal_127 127-3,1,32,32,0
127,Single_Click_Operation_Proposal_127 127-3,2,28,28,0
127,Single_Click_Operation_Proposal_127 127-3,3,28,28,0
128,Single_Click_Operation_Proposal_128 128-1,1,29,29,0
128,Single_Click_Operation_Proposal_128 128-1,2,28,28,0
128,Single_Click_Operation_Proposal_128 128-1,3,29,29,0
128,Single_Click_Operation_Proposal_128 128-2,1,29,29,0
128,Single_Click_Operation_Proposal_128 128-2,2,31,31,0
128,Single_Click_Operation_Proposal_128 128-2,3,30,30,0
128,Single_Click_Operation_Proposal_128 128-3,1,30,30,0
128,Single_Click_Operation_Proposal_128 128-3,2,28,28,0
128,Single_Click_Operation_Proposal_128 128-3,3,27,27,0
129,Single_Click_Operation_Proposal_129 129-1,1,28,28,0
129,Single_Click_Operation_Proposal_129 129-1,2,28,28,0
129,Single_Click_Operation_Proposal_129 129-1,3,27,27,0
129,Single_Click_Operation_Proposal_129 129-2,1,29,29,0
129,Single_Click_Operation_Proposal_129 129-2,2,30,29,0
129,Single_Click_Operation_Proposal_129 129-2,3,32,32,0
129,Single_Click_Operation_Proposal_129 129-3,1,28,28,0
129,Single_Click_Operation_Proposal_129 129-3,2,29,29,0
129,Single_Click_Operation_Proposal_129 129-3,3,28,28,0
130,Single_Click_Operation_Proposal_130 130-1,1,28,28,0
130,Single_Click_Operation_Proposal_130 130-1,2,28,28,0
130,Single_Click_Operation_Proposal_130 130-1,3,27,27,0
130,Single_Click_Operation_Proposal_130 130-2,1,30,30,0
130,Single_Click_Operation_Proposal_130 130-2,2,27,27,0
130,Single_Click_Operation_Proposal_130 130-2,3,28,28,0
130,Single_Click_Operation_Proposal_130 130-3,1,30,30,0
130,Single_Click_Operation_Proposal_130 130-3,2,30,30,0
130,Single_Click_Operation_Proposal_130 130-3,3,33,33,0
131,Single_Click_Operation_Proposal_131 131-1,1,29,29,0
131,Single_Click_Operation_Proposal_131 131-1,2,29,29,0
131,Single_Click_Operation_Proposal_131 131-1,3,40,40,0
131,Single_Click_Operation_Proposal_131 131-2,1,31,31,0
131,Single_Click_Operation_Proposal_131 131-2,2,29,29,0
131,Single_Click_Operation_Proposal_131 131-2,3,31,31,0
131,Single_Click_Operation_Proposal_131 131-3,1,28,28,0
131,Single_Click_Operation_Proposal_131 131-3,2,29,29,0
131,Single_Click_Operation_Proposal_131 131-3,3,32,32,0
132,Single_Click_Operation_Proposal_132 132-1,1,29,29,0
132,Single_Click_Operation_Proposal_132 132-1,2,29,29,0
132,Single_Click_Operation_Proposal_132 132-1,3,29,29,0
132,Single_Click_Operation_Proposal_132 132-2,1,30,30,0
132,Single_Click_Operation_Proposal_132 132-2,2,29,29,0
132,Single_Click_Operation_Proposal_132 132-2,3,30,30,0
132,Single_Click_Operation_Proposal_132 132-3,1,32,32,0
132,Single_Click_Operation_Proposal_132 132-3,2,33,33,0
132,Single_Click_Operation_Proposal_132 132-3,3,31,31,0
133,Single_Click_Operation_Proposal_133 133-1,1,58,58,0
133,Single_Click_Operation_Proposal_133 133-1,2,28,28,0
133,Single_Click_Operation_Proposal_133 133-1,3,29,29,0
133,Single_Click_Operation_Proposal_133 133-2,1,28,28,0
133,Single_Click_Operation_Proposal_133 133-2,2,28,28,0
133,Single_Click_Operation_Proposal_133 133-2,3,29,29,0
133,Single_Click_Operation_Proposal_133 133-3,1,28,28,0
133,Single_Click_Operation_Proposal_133 133-3,2,32,32,0
133,Single_Click_Operation_Proposal_133 133-3,3,28,28,0
134,Single_Click_Operation_Proposal_134 134-1,1,32,32,0
134,Single_Click_Operation_Proposal_134 134-1,2,29,29,0
134,Single_Click_Operation_Proposal_134 134-1,3,29,29,0
134,Single_Click_Operation_Proposal_134 134-2,1,25,25,0
134,Single_Click_Operation_Proposal_134 134-2,2,29,29,0
134,Single_Click_Operation_Proposal_134 134-2,3,33,33,0
134,Single_Click_Operation_Proposal_134 134-3,1,28,28,0
134,Single_Click_Operation_Proposal_134 134-3,2,28,28,0
134,Single_Click_Operation_Proposal_134 134-3,3,30,30,0
135,Single_Click_Operation_Proposal_135 135-1,1,27,27,0
135,Single_Click_Operation_Proposal_135 135-1,2,30,30,0
135,Single_Click_Operation_Proposal_135 135-1,3,28,28,0
135,Single_Click_Operation_Proposal_135 135-2,1,30,30,0
135,Single_Click_Operation_Proposal_135 135-2,2,28,28,0
135,Single_Click_Operation_Proposal_135 135-2,3,28,27,0
135,Single_Click_Operation_Proposal_135 135-3,1,28,28,0
135,Single_Click_Operation_Proposal_135 135-3,2,29,29,0
135,Single_Click_Operation_Proposal_135 135-3,3,28,28,0
136,Single_Click_Operation_Proposal_136 136-1,1,30,30,0
136,Single_Click_Operation_Proposal_136 136-1,2,29,29,0
136,Single_Click_Operation_Proposal_136 136-1,3,29,29,0
136,Single_Click_Operation_Proposal_136 136-2,1,29,29,0
136,Single_Click_Operation_Proposal_136 136-2,2,29,29,0
136,Single_Click_Operation_Proposal_136 136-2,3,29,29,0
136,Single_Click_Operation_Proposal_136 136-3,1,28,28,0
136,Single_Click_Operation_Proposal_136 136-3,2,29,29,0
136,Single_Click_Operation_Proposal_136 136-3,3,30,30,0
137,Single_Click_Operation_Proposal_137 137-1,1,28,28,0
137,Single_Click_Operation_Proposal_137 137-1,2,28,28,0
137,Single_Click_Operation_Proposal_137 137-1,3,28,28,0
137,Single_Click_Operation_Proposal_137 137-2,1,29,29,0
137,Single_Click_Operation_Proposal_137 137-2,2,28,28,0
137,Single_Click_Operation_Proposal_137 137-2,3,28,28,0
137,Single_Click_Operation_Proposal_137 137-3,1,28,28,0
137,Single_Click_Operation_Proposal_137 137-3,2,28,28,0
137,Single_Click_Operation_Proposal_137 137-3,3,26,26,0
138,Single_Click_Operation_Proposal_138 138-1,1,34,34,0
138,Single_Click_Operation_Proposal_138 138-1,2,28,28,0
138,Single_Click_Operation_Proposal_138 138-1,3,29,29,0
138,Single_Click_Operation_Proposal_138 138-2,1,28,28,0
138,Single_Click_Operation_Proposal_138 138-2,2,31,31,0
138,Single_Click_Operation_Proposal_138 138-2,3,30,30,0
138,Single_Click_Operation_Proposal_138 138-3,1,28,28,0
138,Single_Click_Operation_Proposal_138 138-3,2,28,27,0
138,Single_Click_Operation_Proposal_138 138-3,3,28,28,0
139,Single_Click_Operation_Proposal_139 139-1,1,27,27,0
139,Single_Click_Operation_Proposal_139 139-1,2,28,28,0
139,Single_Click_Operation_Proposal_139 139-1,3,27,27,0
139,Single_Click_Operation_Proposal_139 139-2,1,28,28,0
139,Single_Click_Operation_Proposal_139 139-2,2,28,28,0
139,Single_Click_Operation_Proposal_139 139-2,3,30,30,0
139,Single_Click_Operation_Proposal_139 139-3,1,30,30,0
139,Single_Click_Operation_Proposal_139 139-3,2,29,29,0
139,Single_Click_Operation_Proposal_139 139-3,3,29,29,0
140,Single_Click_Operation_Proposal_140 140-1,1,30,30,0
140,Single_Click_Operation_Proposal_140 140-1,2,28,28,0
140,Single_Click_Operation_Proposal_140 140-1,3,27,27,0
140,Single_Click_Operation_Proposal_140 140-2,1,28,28,0
140,Single_Click_Operation_Proposal_140 140-2,2,29,29,0
140,Single_Click_Operation_Proposal_140 140-2,3,28,28,0
140,Single_Click_Operation_Proposal_140 140-3,1,27,27,0
140,Single_Click_Operation_Proposal_140 140-3,2,29,29,0
140,Single_Click_Operation_Proposal_140 140-3,3,28,28,0
141,Single_Click_Operation_Proposal_141 141-1,1,29,29,0
141,Single_Click_Operation_Proposal_141 141-1,2,30,30,0
141,Single_Click_Operation_Proposal_141 141-1,3,31,31,0
141,Single_Click_Operation_Proposal_141 141-2,1,30,30,0
141,Single_Click_Operation_Proposal_141 141-2,2,36,36,0
141,Single_Click_Operation_Proposal_141 141-2,3,28,28,0
141,Single_Click_Operation_Proposal_141 141-3,1,33,33,0
141,Single_Click_Operation_Proposal_141 141-3,2,30,30,0
141,Single_Click_Operation_Proposal_141 141-3,3,26,26,0
142,Single_Click_Operation_Proposal_142 142-1,1,28,28,0
142,Single_Click_Operation_Proposal_142 142-1,2,30,30,0
142,Single_Click_Operation_Proposal_142 142-1,3,30,29,0
142,Single_Click_Operation_Proposal_142 142-2,1,29,29,0
142,Single_Click_Operation_Proposal_142 142-2,2,29,29,0
142,Single_Click_Operation_Proposal_142 142-2,3,29,29,0
142,Single_Click_Operation_Proposal_142 142-3,1,34,34,0
142,Single_Click_Operation_Proposal_142 142-3,2,32,32,0
142,Single_Click_Operation_Proposal_142 142-3,3,30,30,0
143,Single_Click_Operation_Proposal_143 143-1,1,27,27,0
143,Single_Click_Operation_Proposal_143 143-1,2,29,29,0
143,Single_Click_Operation_Proposal_143 143-1,3,28,28,0
143,Single_Click_Operation_Proposal_143 143-2,1,28,28,0
143,Single_Click_Operation_Proposal_143 143-2,2,29,29,0
143,Single_Click_Operation_Proposal_143 143-2,3,31,31,0
143,Single_Click_Operation_Proposal_143 143-3,1,30,30,0
143,Single_Click_Operation_Proposal_143 143-3,2,42,42,0
143,Single_Click_Operation_Proposal_143 143-3,3,31,31,0
144,Single_Click_Operation_Proposal_144 144-1,1,30,30,0
144,Single_Click_Operation_Proposal_144 144-1,2,28,28,0
144,Single_Click_Operation_Proposal_144 144-1,3,30,30,0
144,Single_Click_Operation_Proposal_144 144-2,1,29,29,0
144,Single_Click_Operation_Proposal_144 144-2,2,30,30,0
144,Single_Click_Operation_Proposal_144 144-2,3,29,29,0
144,Single_Click_Operation_Proposal_144 144-3,1,27,27,0
144,Single_Click_Operation_Proposal_144 144-3,2,29,29,0
144,Single_Click_Operation_Proposal_144 144-3,3,30,30,0
145,Single_Click_Operation_Proposal_145 145-1,1,28,27,0
145,Single_Click_Operation_Proposal_145 145-1,2,28,28,0
145,Single_Click_Operation_Proposal_145 145-1,3,29,29,0
145,Single_Click_Operation_Proposal_145 145-2,1,29,29,0
145,Single_Click_Operation_Proposal_145 145-2,2,29,29,0
145,Single_Click_Operation_Proposal_145 145-2,3,29,29,0
145,Single_Click_Operation_Proposal_145 145-3,1,32,32,0
145,Single_Click_Operation_Proposal_145 145-3,2,28,28,0
145,Single_Click_Operation_Proposal_145 145-3,3,28,28,0
146,Single_Click_Operation_Proposal_146 146-1,1,29,29,0
146,Single_Click_Operation_Proposal_146 146-1,2,28,28,0
146,Single_Click_Operation_Proposal_146 146-1,3,31,31,0
146,Single_Click_Operation_Proposal_146 146-2,1,29,29,0
146,Single_Click_Operation_Proposal_146 146-2,2,30,30,0
146,Single_Click_Operation_Proposal_146 146-2,3,31,31,0
146,Single_Click_Operation_Proposal_146 146-3,1,33,33,0
146,Single_Click_Operation_Proposal_146 146-3,2,34,34,0
146,Single_Click_Operation_Proposal_146 146-3,3,30,30,0
147,Single_Click_Operation_Proposal_147 147-1,1,29,29,0
147,Single_Click_Operation_Proposal_147 147-1,2,29,29,0
147,Single_Click_Operation_Proposal_147 147-1,3,31,31,0
147,Single_Click_Operation_Proposal_147 147-2,1,31,31,0
147,Single_Click_Operation_Proposal_147 147-2,2,28,28,0
147,Single_Click_Operation_Proposal_147 147-2,3,29,29,0
147,Single_Click_Operation_Proposal_147 147-3,1,33,32,0
147,Single_Click_Operation_Proposal_147 147-3,2,28,28,0
147,Single_Click_Operation_Proposal_147 147-3,3,29,29,0
148,Single_Click_Operation_Proposal_148 148-1,1,29,29,0
148,Single_Click_Operation_Proposal_148 148-1,2,29,29,0
148,Single_Click_Operation_Proposal_148 148-1,3,30,30,0
148,Single_Click_Operation_Proposal_148 148-2,1,31,31,0
148,Single_Click_Operation_Proposal_148 148-2,2,32,32,0
148,Single_Click_Operation_Proposal_148 148-2,3,29,29,0
148,Single_Click_Operation_Proposal_148 148-3,1,31,31,0
148,Single_Click_Operation_Proposal_148 148-3,2,27,27,0
148,Single_Click_Operation_Proposal_148 148-3,3,29,29,0
149,Single_Click_Operation_Proposal_149 149-1,1,29,29,0
149,Single_Click_Operation_Proposal_149 149-1,2,29,29,0
149,Single_Click_Operation_Proposal_149 149-1,3,30,30,0
